"","token","n"
"38718","snow hide",1
"38719","snow look",1
"38720","snow million",1
"38721","snow mountain",1
"38722","snow plan",1
"38723","snow sleep",1
"38724","snow soon",1
"38725","snow spade",1
"38726","snow stay",1
"38727","snow thrillin",1
"38728","snow till",1
"38729","snow time",1
"38730","snow vanish",1
"38731","snow want",1
"38732","snow warm",1
"38733","snow winter",1
"38734","snow wive",1
"38735","snowball throw",1
"38736","snowclad sierra",1
"38737","snowflakes start",1
"38738","snowman humungous",1
"38739","snowman kid",1
"38740","snowman walk",1
"38741","snowohohohoh glist",1
"38742","snub live",1
"38743","snuggies teflon",1
"38744","soak wisdom",1
"38745","soandso cause",1
"38746","soandso feel",1
"38747","soandso world",1
"38748","soba live",1
"38749","sober feel",1
"38750","sober feelin",1
"38751","socialclimbing heiress",1
"38752","socialite tide",1
"38753","society indulge",1
"38754","sock baby",1
"38755","sock better",1
"38756","sock hop",1
"38757","sock know",1
"38758","sock start",1
"38759","soda bartender",1
"38760","soda dime",1
"38761","soda fountain",1
"38762","sodexho suit",1
"38763","sodomites incite",1
"38764","sofa stay",1
"38765","sofa sunday",1
"38766","sofa suppose",1
"38767","soft downy",1
"38768","soft face",1
"38769","soft gucci",1
"38770","soft habanera",1
"38771","soft hearts",1
"38772","soft know",1
"38773","soft miss",1
"38774","soft pillow",1
"38775","soft rain",1
"38776","soft snow",1
"38777","soft sugar",1
"38778","soft tear",1
"38779","soft tread",1
"38780","soft want",1
"38781","soft willo",1
"38782","soft wind",1
"38783","soft wondrous",1
"38784","soften ways",1
"38785","softer dance",1
"38786","softer satin",1
"38787","softly creep",1
"38788","softly entice",1
"38789","softly hold",1
"38790","softly kiss",1
"38791","softly murmur",1
"38792","softly night",1
"38793","softly whisper",1
"38794","softly winecolored",1
"38795","softness spring",1
"38796","soil equal",1
"38797","solar dynamics",1
"38798","solar human",1
"38799","solar plexus",1
"38800","solar solar",1
"38801","soldier cause",1
"38802","soldier duty",1
"38803","soldier fell",1
"38804","soldier fuzzy",1
"38805","soldier grey",1
"38806","soldier hallelujah",1
"38807","soldier handsome",1
"38808","soldier legend",1
"38809","soldier parade",1
"38810","soldier soldier",1
"38811","soldier street",1
"38812","soldier word",1
"38813","solemn little",1
"38814","solid beat",1
"38815","solid flow",1
"38816","solitaire keepin",1
"38817","solitary lovebirds",1
"38818","solitary quarrel",1
"38819","solitary spend",1
"38820","solitude bring",1
"38821","solitude solitude",1
"38822","sollst cause",1
"38823","sollst wirklich",1
"38824","solo amor",1
"38825","solo bridge",1
"38826","solo crazy",1
"38827","solo cuore",1
"38828","solo dolo",1
"38829","solo drum",1
"38830","solo finish",1
"38831","solo hand",1
"38832","solo hear",1
"38833","solo ingles",1
"38834","solo sound",1
"38835","solo steel",1
"38836","solo try",1
"38837","soloist play",1
"38838","soloists prominent",1
"38839","solve take",1
"38840","solyntjes collington",1
"38841","somebody baby",1
"38842","somebody better",1
"38843","somebody borrow",1
"38844","somebody chain",1
"38845","somebody dearly",1
"38846","somebody deep",1
"38847","somebody easy",1
"38848","somebody fashion",1
"38849","somebody give",1
"38850","somebody gleam",1
"38851","somebody gonna",1
"38852","somebody handsome",1
"38853","somebody heart",1
"38854","somebody leave",1
"38855","somebody lonely",1
"38856","somebody long",1
"38857","somebody lovin",1
"38858","somebody mean",1
"38859","somebody music",1
"38860","somebody play",1
"38861","somebody ringin",1
"38862","somebody say",1
"38863","somebody scream",1
"38864","somebody secret",1
"38865","somebody serenade",1
"38866","somebody shoot",1
"38867","somebody sing",1
"38868","somebody stalk",1
"38869","somebody strong",1
"38870","somebody swear",1
"38871","somebody twice",1
"38872","somebody walk",1
"38873","somebody wife",1
"38874","somebody world",1
"38875","somebody yearn",1
"38876","someday address",1
"38877","someday begin",1
"38878","someday close",1
"38879","someday crave",1
"38880","someday crazy",1
"38881","someday deceive",1
"38882","someday fall",1
"38883","someday forget",1
"38884","someday gonna",1
"38885","someday grow",1
"38886","someday hold",1
"38887","someday know",1
"38888","someday lalala",1
"38889","someday leader",1
"38890","someday pack",1
"38891","someday paint",1
"38892","someday perfect",1
"38893","someday renew",1
"38894","someday repeat",1
"38895","someday return",1
"38896","someday saint",1
"38897","someday search",1
"38898","someday sorry",1
"38899","someday surprice",1
"38900","someday teardrops",1
"38901","someday tell",1
"38902","someday understand",1
"38903","someday want",1
"38904","somepoint emerge",1
"38905","somethin bout",1
"38906","somethin cause",1
"38907","somethin escape",1
"38908","somethin eye",1
"38909","somethin feelin",1
"38910","somethin hold",1
"38911","somethin jazz",1
"38912","somethin kiss",1
"38913","somethin right",1
"38914","somethin size",1
"38915","somethin stallion",1
"38916","somethin stand",1
"38917","somethins happen",1
"38918","someway go",1
"38919","somthin eye",1
"38920","song beautiful",1
"38921","song believe",1
"38922","song bohren",1
"38923","song comic",1
"38924","song concentrate",1
"38925","song constant",1
"38926","song cowboy",1
"38927","song crawdad",1
"38928","song delight",1
"38929","song even",1
"38930","song felt",1
"38931","song garden",1
"38932","song girl",1
"38933","song glow",1
"38934","song greatest",1
"38935","song hallelujah",1
"38936","song haunt",1
"38937","song heaven",1
"38938","song jelly",1
"38939","song jeru",1
"38940","song jeruvian",1
"38941","song jump",1
"38942","song keep",1
"38943","song kinda",1
"38944","song learn",1
"38945","song leave",1
"38946","song life",1
"38947","song light",1
"38948","song love",1
"38949","song lovin",1
"38950","song moment",1
"38951","song music",1
"38952","song number",1
"38953","song omit",1
"38954","song piss",1
"38955","song pork",1
"38956","song press",1
"38957","song rearrange",1
"38958","song remember",1
"38959","song rhyme",1
"38960","song romance",1
"38961","song roof",1
"38962","song sadness",1
"38963","song scat",1
"38964","song sigh",1
"38965","song soda",1
"38966","song solid",1
"38967","song sound",1
"38968","song spend",1
"38969","song stardust",1
"38970","song steel",1
"38971","song step",1
"38972","song stomp",1
"38973","song strike",1
"38974","song sure",1
"38975","song sweet",1
"38976","song tell",1
"38977","song tempt",1
"38978","song tenth",1
"38979","song thrill",1
"38980","song time",1
"38981","song tonight",1
"38982","song topics",1
"38983","song whoa",1
"38984","song world",1
"38985","song write",1
"38986","songbirds sing",1
"38987","songs chronicle",1
"38988","songs dilly",1
"38989","songs drive",1
"38990","songs eye",1
"38991","songs fabolous",1
"38992","songs feel",1
"38993","songs hear",1
"38994","songs little",1
"38995","songs live",1
"38996","songs memories",1
"38997","songs moment",1
"38998","songs people",1
"38999","songs plaintive",1
"39000","songs real",1
"39001","songs songs",1
"39002","songs star",1
"39003","songs things",1
"39004","songs voice",1
"39005","songs whoop",1
"39006","songs wild",1
"39007","songs yeah",1
"39008","songwriter rodgers",1
"39009","songwriter write",1
"39010","sonnet tender",1
"39011","sons motherland",1
"39012","sons stone",1
"39013","sons stop",1
"39014","sonyatv music",1
"39015","soon approach",1
"39016","soon blow",1
"39017","soon bluebird",1
"39018","soon break",1
"39019","soon bridge",1
"39020","soon bring",1
"39021","soon call",1
"39022","soon carefree",1
"39023","soon come",1
"39024","soon cross",1
"39025","soon dead",1
"39026","soon dear",1
"39027","soon develop",1
"39028","soon emergence",1
"39029","soon fat",1
"39030","soon firm",1
"39031","soon flame",1
"39032","soon girl",1
"39033","soon go",1
"39034","soon gonna",1
"39035","soon goodnight",1
"39036","soon head",1
"39037","soon hearts",1
"39038","soon hymn",1
"39039","soon learn",1
"39040","soon leave",1
"39041","soon light",1
"39042","soon live",1
"39043","soon lose",1
"39044","soon mama",1
"39045","soon marry",1
"39046","soon maytime",1
"39047","soon melt",1
"39048","soon memory",1
"39049","soon moment",1
"39050","soon moments",1
"39051","soon night",1
"39052","soon piano",1
"39053","soon scar",1
"39054","soon snow",1
"39055","soon start",1
"39056","soon stay",1
"39057","soon wanna",1
"39058","soon wear",1
"39059","soon welcome",1
"39060","soon yellin",1
"39061","sooner slower",1
"39062","sooners trap",1
"39063","soothe sadness",1
"39064","sooths hearts",1
"39065","sophisticate rapper",1
"39066","sophisticate sample",1
"39067","sophistication yaaah",1
"39068","sore baby",1
"39069","sore wear",1
"39070","sore wondrin",1
"39071","soren rain",1
"39072","sorrow believe",1
"39073","sorrow bring",1
"39074","sorrow cause",1
"39075","sorrow chill",1
"39076","sorrow fill",1
"39077","sorrow fool",1
"39078","sorrow goodbye",1
"39079","sorrow grind",1
"39080","sorrow heart",1
"39081","sorrow heaven",1
"39082","sorrow like",1
"39083","sorrow lure",1
"39084","sorrow miss",1
"39085","sorrow past",1
"39086","sorrow remain",1
"39087","sorrow room",1
"39088","sorrow save",1
"39089","sorrow say",1
"39090","sorrow see",1
"39091","sorrow song",1
"39092","sorrow take",1
"39093","sorrow time",1
"39094","sorrow tomorrow",1
"39095","sorrow wonder",1
"39096","sorrow world",1
"39097","sorrowful note",1
"39098","sorry ask",1
"39099","sorry balcony",1
"39100","sorry cough",1
"39101","sorry delay",1
"39102","sorry forget",1
"39103","sorry give",1
"39104","sorry go",1
"39105","sorry grieve",1
"39106","sorry heart",1
"39107","sorry late",1
"39108","sorry lie",1
"39109","sorry maybe",1
"39110","sorry tale",1
"39111","sorry think",1
"39112","sorry touch",1
"39113","sorry victim",1
"39114","sorry white",1
"39115","sorry worry",1
"39116","sorry yesterday",1
"39117","sort dizzy",1
"39118","sort guitar",1
"39119","sort hogwash",1
"39120","sort position",1
"39121","sort take",1
"39122","sort treasure",1
"39123","soul apart",1
"39124","soul arrive",1
"39125","soul bell",1
"39126","soul black",1
"39127","soul bluer",1
"39128","soul brother",1
"39129","soul brothers",1
"39130","soul bruh",1
"39131","soul burn",1
"39132","soul call",1
"39133","soul cannonball",1
"39134","soul catch",1
"39135","soul cause",1
"39136","soul choice",1
"39137","soul close",1
"39138","soul compass",1
"39139","soul critic",1
"39140","soul dead",1
"39141","soul defend",1
"39142","soul devil",1
"39143","soul drift",1
"39144","soul earth",1
"39145","soul easy",1
"39146","soul feel",1
"39147","soul fell",1
"39148","soul friend",1
"39149","soul go",1
"39150","soul hallelujah",1
"39151","soul hard",1
"39152","soul heavenly",1
"39153","soul help",1
"39154","soul hoe",1
"39155","soul hurt",1
"39156","soul instrumental",1
"39157","soul keep",1
"39158","soul lay",1
"39159","soul like",1
"39160","soul lonely",1
"39161","soul look",1
"39162","soul lovin",1
"39163","soul matter",1
"39164","soul mention",1
"39165","soul monday",1
"39166","soul music",1
"39167","soul need",1
"39168","soul night",1
"39169","soul open",1
"39170","soul passin",1
"39171","soul play",1
"39172","soul please",1
"39173","soul prayer",1
"39174","soul prelude",1
"39175","soul pull",1
"39176","soul rhythm",1
"39177","soul rock",1
"39178","soul search",1
"39179","soul seckon",1
"39180","soul shall",1
"39181","soul shankar",1
"39182","soul shit",1
"39183","soul show",1
"39184","soul soul",1
"39185","soul steal",1
"39186","soul stop",1
"39187","soul survivor",1
"39188","soul sweetheart",1
"39189","soul table",1
"39190","soul teem",1
"39191","soul tell",1
"39192","soul time",1
"39193","soul today",1
"39194","soul train",1
"39195","soul wander",1
"39196","soul woman",1
"39197","sould lonely",1
"39198","soulja crank",1
"39199","soulmates exist",1
"39200","souls clever",1
"39201","souls stain",1
"39202","sound abound",1
"39203","sound atchison",1
"39204","sound background",1
"39205","sound blood",1
"39206","sound clavinet",1
"39207","sound clear",1
"39208","sound come",1
"39209","sound command",1
"39210","sound cross",1
"39211","sound days",1
"39212","sound droppin",1
"39213","sound drum",1
"39214","sound electronic",1
"39215","sound fear",1
"39216","sound feel",1
"39217","sound funny",1
"39218","sound give",1
"39219","sound go",1
"39220","sound gonna",1
"39221","sound great",1
"39222","sound grind",1
"39223","sound ground",1
"39224","sound heaven",1
"39225","sound iledefrance",1
"39226","sound jubilation",1
"39227","sound kind",1
"39228","sound linger",1
"39229","sound listen",1
"39230","sound moment",1
"39231","sound oleanna",1
"39232","sound penetrate",1
"39233","sound profound",1
"39234","sound representative",1
"39235","sound right",1
"39236","sound room",1
"39237","sound scar",1
"39238","sound somebody",1
"39239","sound sound",1
"39240","sound sterile",1
"39241","sound syncopations",1
"39242","sound think",1
"39243","sound till",1
"39244","sound tribute",1
"39245","sound uncrowned",1
"39246","soundboy rude",1
"39247","soundman badman",1
"39248","soup cause",1
"39249","soup good",1
"39250","soup like",1
"39251","soup pumpkin",1
"39252","sour black",1
"39253","sour spend",1
"39254","source alter",1
"39255","source reader",1
"39256","souse free",1
"39257","south bulge",1
"39258","south hear",1
"39259","south land",1
"39260","south texas",1
"39261","south wind",1
"39262","southern bell",1
"39263","southern breeze",1
"39264","southern gettin",1
"39265","southern style",1
"39266","southern sweet",1
"39267","southern tree",1
"39268","southland give",1
"39269","southland hello",1
"39270","southland mall",1
"39271","souvenir bridge",1
"39272","souvenir come",1
"39273","souvenirs count",1
"39274","souvenirs letter",1
"39275","souvenirs remember",1
"39276","souvenirs tokens",1
"39277","sovereign free",1
"39278","soze start",1
"39279","space affair",1
"39280","space ancient",1
"39281","space care",1
"39282","space fuck",1
"39283","space go",1
"39284","space heartbreaker",1
"39285","space look",1
"39286","space mailbox",1
"39287","space moon",1
"39288","space music",1
"39289","space pluto",1
"39290","space psycho",1
"39291","space right",1
"39292","space shit",1
"39293","space space",1
"39294","space truth",1
"39295","spacewalk feat",1
"39296","spain champagne",1
"39297","spain goin",1
"39298","span time",1
"39299","spanish mami",1
"39300","spanish short",1
"39301","spanish tune",1
"39302","spar save",1
"39303","spare care",1
"39304","spark firefly",1
"39305","spark fly",1
"39306","spark help",1
"39307","spark know",1
"39308","spark somebody",1
"39309","spark tree",1
"39310","spark try",1
"39311","sparkle eye",1
"39312","sparkly shit",1
"39313","sparxxx lovely",1
"39314","spasms deep",1
"39315","spastic quit",1
"39316","spatter drive",1
"39317","speak attention",1
"39318","speak awhile",1
"39319","speak bear",1
"39320","speak bind",1
"39321","speak break",1
"39322","speak burn",1
"39323","speak cause",1
"39324","speak certainly",1
"39325","speak chic",1
"39326","speak child",1
"39327","speak columbus",1
"39328","speak come",1
"39329","speak crime",1
"39330","speak falsely",1
"39331","speak fascinate",1
"39332","speak flame",1
"39333","speak good",1
"39334","speak hard",1
